t_sec,period,x_bin,y_bin,N,U,L,resolved,loss_rate,wilson_95_low,wilson_95_high
120,post,"[1,2)",>=2,8,0,1,8,0.125,0.022417491450056672799680864765156704300662439077102905272333,0.470888182212853486868029343093234641378134238715551447740093
120,post,"[2,4)",<-2,15,0,12,15,0.8,0.548145512848306447949201866160340742095078742552084761948045,0.929524506530184398707130018819857549727472771575844567277801
120,post,"[2,4)","[-2,0)",60,0,16,60,0.266666666666666666666666666666666666666666666666666666666667,0.171326400032805507516734041819808049168858456710125648933081,0.390087130966836424666150825231039979967483362873440315794751
120,post,"[2,4)","[0,2)",85,0,14,85,0.164705882352941176470588235294117647058823529411764705882353,0.100724620653965191824219473701224168264978923316188481757035,0.257683033197810509012973261049847551037593482426534602938731
120,post,"[2,4)",>=2,30,0,1,30,0.0333333333333333333333333333333333333333333333333333333333333,0.0059085903816124476062287109931498005593420360746152862315344,0.166703909914091719005454326966873529349357310566895778175154
120,post,"[4,8)",<-2,19,0,8,19,0.421052631578947368421052631578947368421052631578947368421053,0.231418912824542392355482048196545144746068551444696318854947,0.637240964657449647378682834145249569220847972992221274785695
120,post,"[4,8)","[-2,0)",40,0,1,40,0.025,0.0044268315026814024331593102211685406100739576634491517407483,0.128813689634740900470668942621064723090364463171793286366078
120,post,"[4,8)","[0,2)",65,0,3,65,0.0461538461538461538461538461538461538461538461538461538461538,0.0158198404135125707915349998013353014346800819782045672626628,0.127138472633388286430265494801868002552863784114516234557225
120,post,"[4,8)",>=2,33,0,2,33,0.0606060606060606060606060606060606060606060606060606060606061,0.0167808830871918781743903978907815694008796926141472372517821,0.196062448086478110347403376044100241216504207905482256217840
120,post,"[8,infinity)",<-2,31,0,6,31,0.193548387096774193548387096774193548387096774193548387096774,0.091870083615860949923481259154961985589819962958122434239265,0.362802578117954630816514978401689880674076644381605766019157
120,post,"[8,infinity)","[-2,0)",17,0,0,17,0,0,0.184318135008851803742656742183482675848991885361038668946270
120,post,"[8,infinity)","[0,2)",37,0,0,37,0,0,0.0940578258372024807966737008331431353361241242445789105818134
120,post,"[8,infinity)",>=2,35,0,2,35,0.0571428571428571428571428571428571428571428571428571428571429,0.0158131618571086470376172640506620186944895581163312850540023,0.186070574201649211937659981029627881684417782103288143990610
90,pre,"[0,1)",<-2,99,0,84,99,0.848484848484848484848484848484848484848484848484848484848485,0.764958892515785201901392839652674147431906756007702733833489,0.905976747558153286160878335402754344480551765023809801763735
90,pre,"[0,1)","[-2,0)",405,1,212,404,0.524752475247524752475247524752475247524752475247524752475248,0.476052502307386827493550319691628836961846032565063816964980,0.572986161044376339966568037272267982659827969301011426469306
90,pre,"[0,1)","[0,2)",423,1,104,422,0.246445497630331753554502369668246445497630331753554502369668,0.207738904350955263853122496607958543486341999043457943257525,0.289726653388204703965870626512792085138358004187992360927735
90,pre,"[0,1)",>=2,112,2,14,110,0.127272727272727272727272727272727272727272727272727272727273,0.0773498138884699750960349361023769181889456784112400603194512,0.202350210606525144870715126874705744505769693984382921846151
90,pre,"[1,2)",<-2,106,1,80,105,0.761904761904761904761904761904761904761904761904761904761905,0.672112956652235958545507754669431685683383253379688240878614,0.833209193527754097239729698777633077437725218767917578473934
90,pre,"[1,2)","[-2,0)",300,1,104,299,0.347826086956521739130434782608695652173913043478260869565217,0.296079867169357677700074452959974931403359725000519575928591,0.403432873409932917494724815389119960487588359962989083100119
90,pre,"[1,2)","[0,2)",390,1,53,389,0.136246786632390745501285347043701799485861182519280205655527,0.105694580136072603019119969957533830069421171647383222828976,0.173913023273295172013176821449056949956603934043314562557438
90,pre,"[1,2)",>=2,103,0,6,103,0.0582524271844660194174757281553398058252427184466019417475728,0.0269684973283571595070480036397910172860481856395270481200387,0.121302211397924219661972844439513366975196840795138813595428
90,pre,"[2,4)",<-2,175,1,101,174,0.580459770114942528735632183908045977011494252873563218390805,0.506173189520040710990865373157256425728789512137351899691594,0.651270413257816408105904846873792871134417649123759615108028
90,pre,"[2,4)","[-2,0)",446,0,88,446,0.197309417040358744394618834080717488789237668161434977578475,0.163027384225499814403050827375412991477433716339087484869394,0.236761153034198515246464417521623371858926628456376504938460
90,pre,"[2,4)","[0,2)",561,0,52,561,0.0926916221033868092691622103386809269162210338680926916221034,0.0713861475513279782052103887231745820257008477762416128603373,0.119537264915333422722048674877602222910397822741661486977899
90,pre,"[2,4)",>=2,206,0,12,206,0.0582524271844660194174757281553398058252427184466019417475728,0.0336334027329041139438707842730337429652377403089671279204937,0.0990451393300547940419203167060699072829989627588633346010299
90,pre,"[4,8)",<-2,225,1,77,224,0.34375,0.284656213279823372503423457091308186825684067426481268377522,0.408112607801644705031673577140738379326775772114325296471596
90,pre,"[4,8)","[-2,0)",465,2,53,463,0.114470842332613390928725701943844492440604751619870410367171,0.0885885029191561648839987841953065909978976744458260782936348,0.146697924079355901062247961877209374267870000952650443204301
90,pre,"[4,8)","[0,2)",605,0,20,605,0.0330578512396694214876033057851239669421487603305785123966942,0.0215001486020467491153394552664846647045987695278216175604707,0.0505078564139283265553642871824662106469991447473019261420499
